file_id,species_id,spectrum_index,file_path,analysis_id,sample_id,title,cas,source,instrument,date,resolution,state_text,phase,prep,sampling,x_units,y_units,n_points,x_min,x_max,smiles_raw,smiles_canonical,inchikey,formula,n_fragments,is_multifragment,elements,unusual_elements,has_unusual_elements,n_heavy_atoms,smiles_valid,fg_alkane,fg_methyl,fg_alkene,fg_alkyne,fg_alcohols,fg_amines,fg_nitriles,fg_aromatics,fg_alkyl_halides,fg_esters,fg_ketones,fg_aldehydes,fg_carboxylic_acids,fg_ether,fg_acyl_halides,fg_amides,fg_nitro,fg_aromatic_mono,fg_aromatic_ortho,fg_aromatic_meta,fg_aromatic_para,fg_methylene,fg_methylene_chain_4,fg_alcohol_primary,fg_alcohol_secondary,fg_alcohol_tertiary,fg_phenol,fg_ether_saturated,fg_ether_mixed,fg_ether_aryl,fg_carbonate_organic,fg_ketone_saturated,fg_ketone_aromatic,fg_aldehyde_saturated,fg_aldehyde_aromatic,fg_carboxylic_acid_saturated,fg_carboxylic_acid_aromatic,fg_ester_saturated,fg_ester_aromatic,fg_amide_primary,fg_amide_secondary,fg_amine_primary,fg_amine_primary_saturated,fg_amine_primary_aromatic,fg_amine_secondary,fg_amine_secondary_saturated,fg_amine_secondary_aromatic,fg_alkene_vinyl,fg_alkene_disubstituted,fg_alkene_trisubstituted,fg_alkyne_terminal,fg_alkyne_internal,fg_nitrile_saturated,fg_nitrile_aromatic,fg_ammonium_primary,fg_ammonium_secondary,fg_ammonium_tertiary,fg_carbonyl_any,fg_c_o_single_any,fg_n_h_any,flag_no_xy_data,flag_bad_x_units,flag_bad_y_units,flag_not_condensed,flag_few_points,flag_range_incomplete,flag_no_structure,qc_pass,is_primary_export
C124583_0,C124583,0,data/raw/nist/jdx/C124583_0.jdx,C124583_0,C124583,METHYL ARSONIC ACID,124-58-3,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,SOLID (MULL),condensed,mull,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2123,624.9609399412536,4448.398576512455,C[As](=O)(O)O,C[As](=O)(O)O,QYPPRTNMGCREIM-UHFFFAOYSA-N,CH5AsO3,1,False,As C H O,As,True,5,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
C124641_0,C124641,0,data/raw/nist/jdx/C124641_0.jdx,C124641_0,C124641,"PHOSPHONIUM, CHLORO-TETRAKIS(HYDROXYMETHYL)-",124-64-1,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect",1974/06/17,4,LIQUID (NEAT),condensed,liquid,TRANSMISSION,1/CM,TRANSMITTANCE,3935,240.573,3996.18,OC[P+](CO)(CO)CO.[Cl-],OC[P+](CO)(CO)CO.[Cl-],AKXUUJCMWZFYMV-UHFFFAOYSA-M,C4H12ClO4P,2,True,C Cl H O P,,False,10,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
C124709_0,C124709,0,data/raw/nist/jdx/C124709_0.jdx,C124709_0,C124709,Methylvinyldichlorosilane,124-70-9,COBLENTZ,PERKIN-ELMER 521 (GRATING),1967/06/20,2,"SOLUTION (10% CCl4 FOR 3800-1300, 2% CS2 FOR 1300-620, AND 10% CCl4 FOR 620-240) VS SOLVENT",condensed,solution,,1/CM,TRANSMITTANCE,3581,242.0,3822.0,C=C[Si](C)(Cl)Cl,C=C[Si](C)(Cl)Cl,YLJJAVFOBDSYAN-UHFFFAOYSA-N,C3H6Cl2Si,1,False,C Cl H Si,,False,6,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
C124715793_0,C124715793,0,data/raw/nist/jdx/C124715793_0.jdx,C124715793_0,C124715793,"7, 7-DIMETHOXY-1, 4, 5, 6-TETRACHLOROBICYCLO [2. 2. 1]-5-HEPTENE-2-CARBOXYLIC ACID",124715-79-3,COBLENTZ,"Not specified, most likely a grating spectrometer.","Not specified, most likely prior to 1970",4,SOLID (NUJOL MULL),condensed,mull,TRANSMISSION,1/CM,TRANSMITTANCE,2712,248.649,3912.18,COC1(OC)C2(Cl)CC(C(=O)O)C1(Cl)C(Cl)=C2Cl,COC1(OC)C2(Cl)CC(C(=O)O)C1(Cl)C(Cl)=C2Cl,QWEKUMJAPFNRMO-UHFFFAOYSA-N,C10H10Cl4O4,1,False,C Cl H O,,False,18,True,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
C124715840_0,C124715840,0,data/raw/nist/jdx/C124715840_0.jdx,C124715840_0,C124715840,"2,3-BUTANEDIOL, BIS(Alpha,Alpha-DI-CHLOROPROPIONATE)",124715-84-0,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",condensed,solution,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2022,630.1236932809911,4948.045522018803,CC(OC(=O)C(C)(Cl)Cl)C(C)OC(=O)C(C)(Cl)Cl,CC(OC(=O)C(C)(Cl)Cl)C(C)OC(=O)C(C)(Cl)Cl,PTNMCSYWAFVACY-UHFFFAOYSA-N,C10H14Cl4O4,1,False,C Cl H O,,False,18,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
C124732_1,C124732,1,data/raw/nist/jdx/C124732_1.jdx,C124732_1,C124732,"1,2-DIBROMO TETRAFLUORO METHANE",124-73-2,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",condensed,solution,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2026,629.0376353217213,4933.399111988159,FC(F)(Br)C(F)(F)Br,FC(F)(Br)C(F)(F)Br,KVBKAPANDHPRDG-UHFFFAOYSA-N,C2Br2F4,1,False,Br C F,,False,8,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
C124765_1,C124765,1,data/raw/nist/jdx/C124765_1.jdx,C124765_1,C124765,Isoborneol,124-76-5,COBLENTZ,BECKMAN IR-12 (GRATING),1970/02/05,2,SOLID (2 mg / 200 mg (1%) KBr DISC),condensed,kbr,TRANSMISSION,1/CM,TRANSMITTANCE,3801,200.0,4000.0,CC1(C)C2CCC1(C)[C@@H](O)C2,CC1(C)C2CCC1(C)[C@@H](O)C2,DTGKSKDOIYIVQL-ZCUBBSJVSA-N,C10H18O,1,False,C H O,,False,11,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
C124765_2,C124765,2,data/raw/nist/jdx/C124765_2.jdx,C124765_2,C124765,"BORNEOL, EXO-",124-76-5,COBLENTZ,CARY 90 (GRATING),1966/11/02,4,"SOLUTION (10% IN CCl4 FOR 4000-1320, 10% IN CS2 FOR 1320-450 CM^-^1) VS. SOLVENT",condensed,solution,TRANSMISSION,1/CM,TRANSMITTANCE,3838,468.454,3970.57,CC1(C)C2CCC1(C)[C@@H](O)C2,CC1(C)C2CCC1(C)[C@@H](O)C2,DTGKSKDOIYIVQL-ZCUBBSJVSA-N,C10H18O,1,False,C H O,,False,11,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
C124765_3,C124765,3,data/raw/nist/jdx/C124765_3.jdx,C124765_3,C124765,ISO-BORNEOL,124-76-5,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,SOLID (MINERAL OIL MULL),condensed,mull,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2081,666.4001066240171,3971.405877680699,CC1(C)C2CCC1(C)[C@@H](O)C2,CC1(C)C2CCC1(C)[C@@H](O)C2,DTGKSKDOIYIVQL-ZCUBBSJVSA-N,C10H18O,1,False,C H O,,False,11,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
C124834_1,C124834,1,data/raw/nist/jdx/C124834_1.jdx,C124834_1,C124834,D-CAMPHORIC ACID,124-83-4,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,SOLID (MULL),condensed,mull,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2157,626.0603897851987,4977.600796416128,CC1(C(=O)O)CCC(C(=O)O)C1(C)C,CC1(C(=O)O)CCC(C(=O)O)C1(C)C,LSPHULWDVZXLIL-UHFFFAOYSA-N,C10H16O4,1,False,C H O,,False,14,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
C124947_0,C124947,0,data/raw/nist/jdx/C124947_0.jdx,C124947_0,C124947,"9Alpha-FLUORO-11Beta,16Alpha,17Alpha,21-TETRAHYDROXYPREGNA-1,4-DIENE-3,20-DIONE",124-94-7,COBLENTZ,BECKMAN IR-7,1964/02/22,4,SOLID (KBr DISC),condensed,kbr,TRANSMISSION,1/CM,TRANSMITTANCE,4665,597.814,3996.88,CC12C=CC(=O)C=C1CCC1C3C[C@@H](O)C(O)(C(=O)CO)C3(C)C[C@H](O)C12F,CC12C=CC(=O)C=C1CCC1C3C[C@@H](O)C(O)(C(=O)CO)C3(C)C[C@H](O)C12F,GFNANZIMVAIWHM-CWTLCPEOSA-N,C21H27FO6,1,False,C F H O,,False,28,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
C125337_1,C125337,1,data/raw/nist/jdx/C125337_1.jdx,C125337_1,C125337,PRIMIDONE,125-33-7,COBLENTZ,PERKIN-ELMER 21 (GRATING),1961/05/29,2,SOLID (KBr DISC),condensed,kbr,TRANSMISSION,1/CM,TRANSMITTANCE,3349,652.0,4000.0,CCC1(c2ccccc2)C(=O)NCNC1=O,CCC1(c2ccccc2)C(=O)NCNC1=O,DQMZLTXERSFNPB-UHFFFAOYSA-N,C12H14N2O2,1,False,C H N O,,False,16,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
C125436886_0,C125436886,0,data/raw/nist/jdx/C125436886_0.jdx,C125436886_0,C125436886,"Cinnamylamine, N-methyl-N-2-propynyl-,",125436-88-6,COBLENTZ,PERKIN-ELMER 21 (GRATING),1961/09/12,2,LIQUID (NEAT),condensed,liquid,,1/CM,TRANSMITTANCE,3345,656.0,4000.0,C#CCN(C)C/C=C/c1ccccc1,C#CCN(C)C/C=C/c1ccccc1,NHDSFWYVAIGZBR-JXMROGBWSA-N,C13H15N,1,False,C H N,,False,14,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
C125436886_1,C125436886,1,data/raw/nist/jdx/C125436886_1.jdx,C125436886_1,C125436886,"Cinnamylamine, N-methyl-N-2-propynyl-,",125436-88-6,COBLENTZ,PERKIN-ELMER 21 (GRATING),1961/09/27,2,"SOLUTION 7% (CS2 FOR 7.5-15 microns, AND CCl4 FOR 2.5-7.5 microns)",condensed,solution,,1/CM,TRANSMITTANCE,3351,650.0,4000.0,C#CCN(C)C/C=C/c1ccccc1,C#CCN(C)C/C=C/c1ccccc1,NHDSFWYVAIGZBR-JXMROGBWSA-N,C13H15N,1,False,C H N,,False,14,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
C125520_0,C125520,0,data/raw/nist/jdx/C125520_0.jdx,C125520_0,C125520,OXYPHENCYCLIMINE HYDROCHLORIDE,125-52-0,COBLENTZ,PERKIN-ELMER 21 (GRATING),1962/11/28,2,SOLID (KCl DISC),condensed,kbr,TRANSMISSION,1/CM,TRANSMITTANCE,3331,670.0,4000.0,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,WXAYTPABEADAAB-UHFFFAOYSA-N,C20H29ClN2O3,2,True,C Cl H N O,,False,26,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
C125567320_0,C125567320,0,data/raw/nist/jdx/C125567320_0.jdx,C125567320_0,C125567320,3Beta-ACETOXY-17Beta-HYDROXY-5Alpha-ANDROSTAN-16Beta-YLACETIC ACID LACTONE,125567-32-0,COBLENTZ,PERKIN-ELMER 21 (GRATING),1961/11/29,2,SOLUTION (7% IN CHCl3 FOR 2.5-12.5 MICRON) VS. SOLVENT,condensed,solution,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2121,805.6719303899451,4016.064257028112,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CC3CC(=O)OC32)C1,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CC3CC(=O)OC32)C1,PAONJAURFWGCAT-UHFFFAOYSA-N,C23H34O4,1,False,C H O,,False,27,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
C125567353_0,C125567353,0,data/raw/nist/jdx/C125567353_0.jdx,C125567353_0,C125567353,"Androst-5-ene-17,17-ethylenedioxy-3b-hydroxy-,p-nitrobenzoate",125567-35-3,COBLENTZ,PERKIN-ELMER 21 (GRATING),1961/10/12,2,SOLUTION 7% (CHCl3 FOR 2.5-15 microns),condensed,solution,,1/CM,TRANSMITTANCE,3201,800.0,4000.0,CC12CCC(OC(=O)c3ccc([N+](=O)[O-])cc3)CC1=CCC1C2CCC2(C)C1CCC21OCCO1,CC12CCC(OC(=O)c3ccc([N+](=O)[O-])cc3)CC1=CCC1C2CCC2(C)C1CCC21OCCO1,ARNUAHHGHXAYII-UHFFFAOYSA-N,C28H35NO6,1,False,C H N O,,False,35,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
C125638439_0,C125638439,0,data/raw/nist/jdx/C125638439_0.jdx,C125638439_0,C125638439,"5Alpha-ANDROSTONE-3Beta, 17Beta-DIOL,16-YLACETIC ACID, 3,17-DIACETATE",125638-43-9,COBLENTZ,PERKIN-ELMER,"Not specified, most likely prior to 1970",4,SOLID (KBr PELLET),condensed,kbr,TRANSMISSION,MICROMETERS,TRANSMITTANCE,1888,667.842068707592,4011.231448054553,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CC(CC(=O)O)C2OC(C)=O)C1,CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C3CC(CC(=O)O)C2OC(C)=O)C1,ZCECNGOCGUYLHX-UHFFFAOYSA-N,C25H38O6,1,False,C H O,,False,31,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
C125644_0,C125644,0,data/raw/nist/jdx/C125644_0.jdx,C125644_0,C125644,"2,4-PIPERIDINEDIONE, 3,3-DIETHYL-5-METHYL-",125-64-4,COBLENTZ,PERKIN-ELMER 21 (GRATING),1961/08/18,2,SOLID (1 mg / 200 mg KBr DISC),condensed,kbr,TRANSMISSION,1/CM,TRANSMITTANCE,3349,652.0,4000.0,CCC1(CC)C(=O)NCC(C)C1=O,CCC1(CC)C(=O)NCC(C)C1=O,SIDLZWOQUZRBRU-UHFFFAOYSA-N,C10H17NO2,1,False,C H N O,,False,13,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
C125702_0,C125702,0,data/raw/nist/jdx/C125702_0.jdx,C125702_0,C125702,"Morphinan, 3-methoxy-N-methyl-",125-70-2,COBLENTZ,PERKIN-ELMER 21 (GRATING),1965/06/10,2,SOLID (NUJOL MULL),condensed,mull,TRANSMISSION,1/CM,TRANSMITTANCE,3351,650.0,4000.0,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3,MKXZASYAUGDDCJ-CGTJXYLNSA-N,C18H25NO,1,False,C H N O,,False,20,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
C1259229_0,C1259229,0,data/raw/nist/jdx/C1259229_0.jdx,C1259229_0,C1259229,3Beta-ACETOXY-17Beta-TOLUENESULFONOXY-5-ANDROSTENE,1259-22-9,COBLENTZ,PERKIN-ELMER 21 (GRATING),1961/05/09,2,SOLID (NUJOL MULL),condensed,mull,,1/CM,TRANSMITTANCE,3334,667.0,4000.0,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(OS(=O)(=O)c4ccc(C)cc4)CCC32)C1,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(OS(=O)(=O)c4ccc(C)cc4)CCC32)C1,VHSUWQHYYVDVEW-UHFFFAOYSA-N,C28H38O5S,1,False,C H O S,,False,34,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
C126078_0,C126078,0,data/raw/nist/jdx/C126078_0.jdx,C126078_0,C126078,GRISEOFULVIN,126-07-8,COBLENTZ,PERKIN-ELMER 21 (GRATING),1962/12/18,2,SOLID (KBr DISC) VS KBr,condensed,kbr,TRANSMISSION,1/CM,TRANSMITTANCE,3327,674.0,4000.0,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-UHFFFAOYSA-N,C17H17ClO6,1,False,C Cl H O,,False,24,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
C126307_0,C126307,0,data/raw/nist/jdx/C126307_0.jdx,C126307_0,C126307,NEOPENTYLGLYCOL,126-30-7,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect",1960,4,,unknown,,TRANSMISSION,MICROMETERS,TRANSMITTANCE,1954,654.8659816768499,4835.58994197292,CC(C)(CO)CO,CC(C)(CO)CO,SLCVBVWXLSEKPL-UHFFFAOYSA-N,C5H12O2,1,False,C H O,,False,7,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
C126309077_0,C126309077,0,data/raw/nist/jdx/C126309077_0.jdx,C126309077_0,C126309077,"Pyridine, 2-benzyl-, hydrochloride",126309-07-7,COBLENTZ,PERKIN-ELMER 157,1972/07/24,2,"SOLID (KBr DISC, 0.8% WT.)",condensed,kbr,TRANSMISSION,1/CM,TRANSMITTANCE,3334,667.0,4000.0,Cl.c1ccc(Cc2ccccn2)cc1,Cl.c1ccc(Cc2ccccn2)cc1,SJPVZEOHRLQKQN-UHFFFAOYSA-N,C12H12ClN,2,True,C Cl H N,,False,14,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
C126727_0,C126727,0,data/raw/nist/jdx/C126727_0.jdx,C126727_0,C126727,"PHOSPHORIC ACID, TRIS(2,3-DIBROMOPROPYL) ESTER",126-72-7,COBLENTZ,PERKIN-ELMER 521 (GRATING),1973/11/02,4,LIQUID (NEAT),condensed,liquid,TRANSMISSION,1/CM,TRANSMITTANCE,3808,288.085,3898.76,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,PQYJRMFWJJONBO-UHFFFAOYSA-N,C9H15Br6O4P,1,False,Br C H O P,,False,20,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
C126727_1,C126727,1,data/raw/nist/jdx/C126727_1.jdx,C126727_1,C126727,"PHOSPHORIC ACID, TRIS(2,3-DIBROMOPROPYL) ESTER",126-72-7,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect",1973/02/26,4,,unknown,,TRANSMISSION,1/CM,TRANSMITTANCE,4007,249.445,3995.56,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,PQYJRMFWJJONBO-UHFFFAOYSA-N,C9H15Br6O4P,1,False,Br C H O P,,False,20,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
C126738_1,C126738,1,data/raw/nist/jdx/C126738_1.jdx,C126738_1,C126738,Tributyl phosphate,126-73-8,COBLENTZ,DOW KBr FOREPRISM-GRATING,1970/01/21,2,"SOLUTION (10% CCl4 FOR 2.7-7.5, 10% CS2 FOR 7.5-26 MICRON) VS SOLVENT",condensed,solution,TRANSMISSION,1/CM,TRANSMITTANCE,3399,394.0,3792.0,CCCCOP(=O)(OCCCC)OCCCC,CCCCOP(=O)(OCCCC)OCCCC,STCOOQWBFONSKY-UHFFFAOYSA-N,C12H27O4P,1,False,C H O P,,False,17,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
C126738_2,C126738,2,data/raw/nist/jdx/C126738_2.jdx,C126738_2,C126738,TRIBUTYL PHOSPHATE,126-73-8,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",4,,unknown,,TRANSMISSION,MICROMETERS,TRANSMITTANCE,2050,624.9804693603326,4965.24329692155,CCCCOP(=O)(OCCCC)OCCCC,CCCCOP(=O)(OCCCC)OCCCC,STCOOQWBFONSKY-UHFFFAOYSA-N,C12H27O4P,1,False,C H O P,,False,17,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
C126738_3,C126738,3,data/raw/nist/jdx/C126738_3.jdx,C126738_3,C126738,tributyl phosphate,126-73-8,COBLENTZ,"Not specified, most likely a prism, grating, or hybrid spect","Not specified, most likely prior to 1970",,,unknown,,,,,0,,,CCCCOP(=O)(OCCCC)OCCCC,CCCCOP(=O)(OCCCC)OCCCC,STCOOQWBFONSKY-UHFFFAOYSA-N,C12H27O4P,1,False,C H O P,,False,17,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False
